id,name,num_records,ocean,date,year,utc_hours_mins,record_identifier,sys_status,latitude,longitude,max_wind,min_pressure,max_wind_radius
AL011894,UNNAMED,16,atlantic,18940608,1894,0000,,TS,19.5N,82.1W,35,-999, -999
AL011894,UNNAMED,16,atlantic,18940608,1894,0600,,TS,19.6N,82.7W,35,-999, -999
AL011894,UNNAMED,16,atlantic,18940608,1894,1200,,TS,19.7N,83.3W,35,-999, -999
AL011894,UNNAMED,16,atlantic,18940608,1894,1800,,TS,19.9N,83.8W,35,-999, -999
AL011894,UNNAMED,16,atlantic,18940609,1894,0000,,TS,20.1N,84.4W,35,-999, -999
AL011894,UNNAMED,16,atlantic,18940609,1894,0600,,TS,20.4N,85.0W,35,-999, -999
AL011894,UNNAMED,16,atlantic,18940609,1894,1200,,TS,20.7N,85.5W,35,-999, -999
AL011894,UNNAMED,16,atlantic,18940609,1894,1800,,TS,21.0N,86.0W,35,-999, -999
AL021894,UNNAMED,19,atlantic,18940805,1894,0600,,TS,26.4N,89.3W,35,-999, -999
AL021894,UNNAMED,19,atlantic,18940805,1894,1200,,TS,27.0N,89.0W,40,-999, -999
AL021894,UNNAMED,19,atlantic,18940805,1894,1800,,TS,27.5N,88.6W,40,-999, -999
AL021894,UNNAMED,19,atlantic,18940806,1894,0000,,TS,27.9N,88.2W,45,-999, -999
AL021894,UNNAMED,19,atlantic,18940806,1894,0600,,TS,28.3N,87.9W,50,-999, -999
AL021894,UNNAMED,19,atlantic,18940806,1894,1200,,TS,28.7N,87.6W,50,-999, -999
AL021894,UNNAMED,19,atlantic,18940806,1894,1800,,TS,29.0N,87.5W,50,-999, -999
AL021894,UNNAMED,19,atlantic,18940807,1894,0000,,TS,29.4N,87.4W,50,-999, -999
AL021894,UNNAMED,19,atlantic,18940807,1894,0600,,TS,29.7N,87.4W,50,-999, -999
AL021894,UNNAMED,19,atlantic,18940807,1894,1200,,TS,30.0N,87.5W,50,-999, -999
AL021894,UNNAMED,19,atlantic,18940807,1894,1800,L,TS,30.3N,87.6W,50,-999, -999
AL021894,UNNAMED,19,atlantic,18940808,1894,0000,,TS,30.6N,87.7W,45,-999, -999
AL021894,UNNAMED,19,atlantic,18940808,1894,0600,,TS,30.9N,88.2W,40,-999, -999
AL021894,UNNAMED,19,atlantic,18940808,1894,1200,,TS,31.0N,88.7W,35,-999, -999
AL021894,UNNAMED,19,atlantic,18940808,1894,1800,,TD,31.1N,89.1W,30,-999, -999
AL021894,UNNAMED,19,atlantic,18940809,1894,0000,,TD,31.2N,89.5W,30,-999, -999
AL021894,UNNAMED,19,atlantic,18940809,1894,0600,,TD,31.3N,89.9W,25,-999, -999
AL021894,UNNAMED,19,atlantic,18940809,1894,1200,,TD,31.5N,90.5W,25,-999, -999
AL021894,UNNAMED,19,atlantic,18940809,1894,1800,,TD,31.7N,91.5W,25,-999, -999
AL031894,UNNAMED,44,atlantic,18940830,1894,0000,,TS,13.2N,34.8W,35,-999, -999
AL031894,UNNAMED,44,atlantic,18940830,1894,0600,,TS,13.4N,36.0W,35,-999, -999
AL031894,UNNAMED,44,atlantic,18940830,1894,1200,,TS,13.6N,37.5W,40,-999, -999
AL031894,UNNAMED,44,atlantic,18940830,1894,1800,,TS,13.8N,38.7W,40,-999, -999
AL031894,UNNAMED,44,atlantic,18940831,1894,0000,,TS,14.0N,39.9W,45,-999, -999
AL031894,UNNAMED,44,atlantic,18940831,1894,0600,,TS,14.2N,41.1W,45,-999, -999
AL031894,UNNAMED,44,atlantic,18940831,1894,1200,,TS,14.4N,42.3W,45,-999, -999
AL031894,UNNAMED,44,atlantic,18940831,1894,1800,,TS,14.7N,43.5W,50,-999, -999
AL031894,UNNAMED,44,atlantic,18940901,1894,0000,,TS,14.9N,44.7W,50,-999, -999
AL031894,UNNAMED,44,atlantic,18940901,1894,0600,,TS,15.2N,45.8W,55,-999, -999
AL031894,UNNAMED,44,atlantic,18940901,1894,1200,,TS,15.8N,47.0W,55,-999, -999
AL031894,UNNAMED,44,atlantic,18940901,1894,1800,,TS,16.5N,48.2W,60,-999, -999
AL031894,UNNAMED,44,atlantic,18940902,1894,0000,,HU,17.2N,49.5W,65,-999, -999
AL031894,UNNAMED,44,atlantic,18940902,1894,0600,,HU,17.9N,50.8W,65,-999, -999
AL031894,UNNAMED,44,atlantic,18940902,1894,1200,,HU,18.6N,52.1W,70,-999, -999
AL031894,UNNAMED,44,atlantic,18940902,1894,1800,,HU,19.3N,53.3W,75,-999, -999
AL031894,UNNAMED,44,atlantic,18940903,1894,0000,,HU,20.0N,54.5W,75,-999, -999
AL031894,UNNAMED,44,atlantic,18940903,1894,0600,,HU,20.7N,55.5W,80,-999, -999
AL031894,UNNAMED,44,atlantic,18940903,1894,1200,,HU,21.4N,56.4W,80,-999, -999
AL031894,UNNAMED,44,atlantic,18940903,1894,1800,,HU,22.1N,57.1W,85,-999, -999
AL031894,UNNAMED,44,atlantic,18940904,1894,0000,,HU,22.7N,57.6W,85,-999, -999
AL031894,UNNAMED,44,atlantic,18940904,1894,0600,,HU,23.4N,58.0W,85,-999, -999
AL031894,UNNAMED,44,atlantic,18940904,1894,1200,,HU,24.0N,58.4W,85,-999, -999
AL031894,UNNAMED,44,atlantic,18940904,1894,1800,,HU,24.7N,58.8W,85,-999, -999
AL031894,UNNAMED,44,atlantic,18940905,1894,0000,,HU,25.4N,59.2W,85,-999, -999
AL031894,UNNAMED,44,atlantic,18940905,1894,0600,,HU,26.1N,59.5W,85,-999, -999
AL031894,UNNAMED,44,atlantic,18940905,1894,1200,,HU,26.8N,59.7W,85,-999, -999
AL031894,UNNAMED,44,atlantic,18940905,1894,1800,,HU,27.6N,59.7W,85,-999, -999
AL031894,UNNAMED,44,atlantic,18940906,1894,0000,,HU,28.4N,59.5W,90,-999, -999
AL031894,UNNAMED,44,atlantic,18940906,1894,0600,,HU,29.3N,59.2W,95,-999, -999
AL031894,UNNAMED,44,atlantic,18940906,1894,1200,,HU,30.1N,58.8W,100,-999, -999
AL031894,UNNAMED,44,atlantic,18940906,1894,1800,,HU,30.9N,58.3W,100,-999, -999
AL031894,UNNAMED,44,atlantic,18940907,1894,0000,,HU,31.8N,57.7W,100,-999, -999
AL031894,UNNAMED,44,atlantic,18940907,1894,0600,,HU,32.7N,56.9W,100,-999, -999
AL031894,UNNAMED,44,atlantic,18940907,1894,1200,,HU,33.6N,56.0W,100,-999, -999
AL031894,UNNAMED,44,atlantic,18940907,1894,1800,,HU,34.7N,54.9W,100,-999, -999
AL031894,UNNAMED,44,atlantic,18940908,1894,0000,,HU,36.2N,53.4W,100,948, -999
AL031894,UNNAMED,44,atlantic,18940908,1894,0600,,HU,38.0N,51.6W,100,-999, -999
AL031894,UNNAMED,44,atlantic,18940908,1894,1200,,HU,40.0N,49.6W,100,-999, -999
AL031894,UNNAMED,44,atlantic,18940908,1894,1800,,HU,42.3N,47.3W,90,-999, -999
AL031894,UNNAMED,44,atlantic,18940909,1894,0000,,HU,45.0N,44.5W,80,-999, -999
AL031894,UNNAMED,44,atlantic,18940909,1894,0600,,HU,48.0N,41.4W,75,-999, -999
AL031894,UNNAMED,44,atlantic,18940909,1894,1200,,HU,51.3N,38.0W,70,-999, -999
AL031894,UNNAMED,44,atlantic,18940909,1894,1800,,EX,54.0N,35.7W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940918,1894,0000,,TS,13.4N,50.5W,35,-999, -999
AL041894,UNNAMED,57,atlantic,18940918,1894,0600,,TS,13.4N,51.0W,40,-999, -999
AL041894,UNNAMED,57,atlantic,18940918,1894,1200,,TS,13.5N,51.7W,45,-999, -999
AL041894,UNNAMED,57,atlantic,18940918,1894,1800,,TS,13.6N,52.6W,50,-999, -999
AL041894,UNNAMED,57,atlantic,18940919,1894,0000,,TS,13.7N,53.5W,55,-999, -999
AL041894,UNNAMED,57,atlantic,18940919,1894,0600,,HU,13.9N,54.5W,65,-999, -999
AL041894,UNNAMED,57,atlantic,18940919,1894,1200,,HU,14.0N,55.5W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940919,1894,1800,,HU,14.1N,56.3W,80,-999, -999
AL041894,UNNAMED,57,atlantic,18940920,1894,0000,,HU,14.3N,57.5W,85,-999, -999
AL041894,UNNAMED,57,atlantic,18940920,1894,0600,,HU,14.5N,58.6W,90,-999, -999
AL041894,UNNAMED,57,atlantic,18940920,1894,1200,,HU,14.7N,59.7W,95,-999, -999
AL041894,UNNAMED,57,atlantic,18940920,1894,1800,,HU,14.9N,61.1W,100,-999, -999
AL041894,UNNAMED,57,atlantic,18940921,1894,0000,,HU,15.3N,62.7W,105,-999, -999
AL041894,UNNAMED,57,atlantic,18940921,1894,0600,,HU,15.8N,64.2W,105,-999, -999
AL041894,UNNAMED,57,atlantic,18940921,1894,1200,,HU,16.2N,65.5W,105,-999, -999
AL041894,UNNAMED,57,atlantic,18940921,1894,1800,,HU,16.6N,66.7W,105,-999, -999
AL041894,UNNAMED,57,atlantic,18940922,1894,0000,,HU,17.0N,67.9W,100,-999, -999
AL041894,UNNAMED,57,atlantic,18940922,1894,0600,,HU,17.6N,69.3W,95,-999, -999
AL041894,UNNAMED,57,atlantic,18940922,1894,1200,,HU,18.3N,71.0W,90,-999, -999
AL041894,UNNAMED,57,atlantic,18940922,1894,1800,,HU,18.8N,72.7W,75,-999, -999
AL041894,UNNAMED,57,atlantic,18940923,1894,0000,,HU,19.4N,74.3W,80,-999, -999
AL041894,UNNAMED,57,atlantic,18940923,1894,0600,,HU,19.9N,75.8W,85,-999, -999
AL041894,UNNAMED,57,atlantic,18940923,1894,1200,,HU,20.5N,77.0W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940923,1894,1800,,HU,20.9N,78.2W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940924,1894,0000,,HU,21.4N,79.4W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940924,1894,0600,,HU,21.8N,80.6W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940924,1894,1200,,HU,22.5N,81.5W,65,-999, -999
AL041894,UNNAMED,57,atlantic,18940924,1894,1800,,TS,22.9N,81.7W,60,994, -999
AL041894,UNNAMED,57,atlantic,18940925,1894,0000,,HU,23.4N,81.9W,65,-999, -999
AL041894,UNNAMED,57,atlantic,18940925,1894,0600,,HU,24.0N,82.0W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940925,1894,1100,L,HU,24.7N,82.0W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940925,1894,1200,,HU,25.0N,82.0W,80,985, -999
AL041894,UNNAMED,57,atlantic,18940925,1894,1800,,HU,26.3N,82.0W,90,-999, -999
AL041894,UNNAMED,57,atlantic,18940925,1894,1900,L,HU,26.5N,82.0W,90,-999, -999
AL041894,UNNAMED,57,atlantic,18940926,1894,0000,,HU,27.6N,81.7W,75,-999, -999
AL041894,UNNAMED,57,atlantic,18940926,1894,0600,,TS,28.6N,81.5W,60,-999, -999
AL041894,UNNAMED,57,atlantic,18940926,1894,1200,,HU,29.5N,81.2W,65,-999, -999
AL041894,UNNAMED,57,atlantic,18940926,1894,1800,,HU,30.4N,81.0W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940927,1894,0000,,HU,31.2N,80.9W,75,-999, -999
AL041894,UNNAMED,57,atlantic,18940927,1894,0600,,HU,32.0N,80.7W,80,-999, -999
AL041894,UNNAMED,57,atlantic,18940927,1894,0700,L,HU,32.3N,80.7W,80,-999, -999
AL041894,UNNAMED,57,atlantic,18940927,1894,1200,,HU,33.0N,80.3W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940927,1894,1800,,HU,33.7N,79.4W,65,-999, -999
AL041894,UNNAMED,57,atlantic,18940928,1894,0000,,TS,34.0N,78.5W,60,-999, -999
AL041894,UNNAMED,57,atlantic,18940928,1894,0600,,TS,34.4N,77.6W,60,-999, -999
AL041894,UNNAMED,57,atlantic,18940928,1894,1200,L,TS,34.7N,76.7W,60,-999, -999
AL041894,UNNAMED,57,atlantic,18940928,1894,1800,,TS,35.2N,76.3W,60,-999, -999
AL041894,UNNAMED,57,atlantic,18940929,1894,0000,,TS,35.8N,75.8W,60,-999, -999
AL041894,UNNAMED,57,atlantic,18940929,1894,0600,,HU,36.5N,75.4W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940929,1894,1200,,HU,37.0N,75.0W,75,-999, -999
AL041894,UNNAMED,57,atlantic,18940929,1894,1800,,HU,37.5N,74.5W,70,-999, -999
AL041894,UNNAMED,57,atlantic,18940930,1894,0000,,HU,38.4N,73.9W,65,-999, -999
AL041894,UNNAMED,57,atlantic,18940930,1894,0600,,TS,39.2N,73.2W,50,-999, -999
AL041894,UNNAMED,57,atlantic,18940930,1894,1200,,TS,39.7N,72.5W,40,-999, -999
AL041894,UNNAMED,57,atlantic,18940930,1894,1800,,TS,40.2N,71.5W,35,-999, -999
AL041894,UNNAMED,57,atlantic,18941001,1894,0000,,TS,40.7N,70.0W,35,-999, -999
AL041894,UNNAMED,57,atlantic,18941001,1894,0600,,TS,41.2N,67.6W,35,-999, -999
AL051894,UNNAMED,49,atlantic,18941001,1894,0000,,TS,12.5N,79.1W,35,-999, -999
AL051894,UNNAMED,49,atlantic,18941001,1894,0600,,TS,13.0N,79.5W,35,-999, -999
AL051894,UNNAMED,49,atlantic,18941001,1894,1200,,TS,13.5N,79.8W,40,-999, -999
AL051894,UNNAMED,49,atlantic,18941001,1894,1800,,TS,14.0N,80.2W,40,-999, -999
AL051894,UNNAMED,49,atlantic,18941002,1894,0000,,TS,14.5N,80.6W,45,-999, -999
AL051894,UNNAMED,49,atlantic,18941002,1894,0600,,TS,14.9N,80.9W,45,-999, -999
AL051894,UNNAMED,49,atlantic,18941002,1894,1200,,TS,15.4N,81.3W,50,-999, -999
AL051894,UNNAMED,49,atlantic,18941002,1894,1800,,TS,15.9N,81.6W,55,-999, -999
AL051894,UNNAMED,49,atlantic,18941003,1894,0000,,TS,16.3N,82.0W,60,-999, -999
AL051894,UNNAMED,49,atlantic,18941003,1894,0600,,TS,16.7N,82.3W,60,-999, -999
AL051894,UNNAMED,49,atlantic,18941003,1894,1200,,HU,17.2N,82.6W,65,-999, -999
AL051894,UNNAMED,49,atlantic,18941003,1894,1800,,HU,17.7N,83.0W,70,-999, -999
AL051894,UNNAMED,49,atlantic,18941004,1894,0000,,HU,18.3N,83.4W,75,-999, -999
AL051894,UNNAMED,49,atlantic,18941004,1894,0600,,HU,18.9N,83.8W,75,-999, -999
AL051894,UNNAMED,49,atlantic,18941004,1894,1200,,HU,19.5N,84.2W,80,-999, -999
AL051894,UNNAMED,49,atlantic,18941004,1894,1800,,HU,20.0N,84.5W,85,-999, -999
AL051894,UNNAMED,49,atlantic,18941005,1894,0000,,HU,20.6N,84.9W,90,-999, -999
AL051894,UNNAMED,49,atlantic,18941005,1894,0600,,HU,21.2N,85.3W,90,-999, -999
AL051894,UNNAMED,49,atlantic,18941005,1894,1200,,HU,21.7N,85.6W,95,-999, -999
AL051894,UNNAMED,49,atlantic,18941005,1894,1800,,HU,22.0N,85.9W,95,-999, -999
AL051894,UNNAMED,49,atlantic,18941006,1894,0000,,HU,22.5N,86.2W,100,-999, -999
AL051894,UNNAMED,49,atlantic,18941006,1894,0600,,HU,23.0N,86.5W,100,-999, -999
AL051894,UNNAMED,49,atlantic,18941006,1894,1200,,HU,23.7N,87.0W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941006,1894,1800,,HU,24.3N,87.5W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941007,1894,0000,,HU,24.7N,87.7W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941007,1894,0600,,HU,25.2N,88.1W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941007,1894,1200,,HU,25.7N,88.3W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941007,1894,1800,,HU,26.1N,88.4W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941008,1894,0000,,HU,26.6N,88.4W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941008,1894,0600,,HU,27.1N,88.4W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941008,1894,1200,,HU,27.7N,88.3W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941008,1894,1800,,HU,28.7N,87.7W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941009,1894,0000,,HU,29.7N,86.3W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941009,1894,0300,L,HU,30.2N,85.5W,105,-999, -999
AL051894,UNNAMED,49,atlantic,18941009,1894,0600,,HU,30.7N,84.7W,85,-999, -999
AL051894,UNNAMED,49,atlantic,18941009,1894,1200,,HU,31.7N,83.0W,70,-999, -999
AL051894,UNNAMED,49,atlantic,18941009,1894,1800,,TS,33.0N,80.3W,60,-999, -999
AL051894,UNNAMED,49,atlantic,18941010,1894,0000,,TS,35.2N,77.5W,60,-999, -999
AL051894,UNNAMED,49,atlantic,18941010,1894,0600,,HU,37.4N,75.5W,65,-999, -999
AL051894,UNNAMED,49,atlantic,18941010,1894,1200,,HU,39.4N,74.0W,75,-999, -999
AL051894,UNNAMED,49,atlantic,18941010,1894,1500,L,HU,40.7N,72.9W,75,-999, -999
AL051894,UNNAMED,49,atlantic,18941010,1894,1800,,TS,42.0N,71.9W,55,-999, -999
AL051894,UNNAMED,49,atlantic,18941011,1894,0000,,EX,44.8N,70.2W,45,-999, -999
AL051894,UNNAMED,49,atlantic,18941011,1894,0600,,EX,47.6N,68.9W,45,-999, -999
AL051894,UNNAMED,49,atlantic,18941011,1894,1200,,EX,50.0N,67.3W,45,-999, -999
AL051894,UNNAMED,49,atlantic,18941011,1894,1800,,EX,52.0N,66.2W,40,-999, -999
AL051894,UNNAMED,49,atlantic,18941012,1894,0000,,EX,53.7N,65.2W,35,-999, -999
AL051894,UNNAMED,49,atlantic,18941012,1894,0600,,EX,55.1N,64.3W,35,-999, -999
AL051894,UNNAMED,49,atlantic,18941012,1894,1200,,EX,56.3N,63.5W,35,-999, -999
AL061894,UNNAMED,40,atlantic,18941011,1894,0000,,TS,10.8N,57.7W,35,-999, -999
AL061894,UNNAMED,40,atlantic,18941011,1894,0600,,TS,11.3N,58.3W,45,-999, -999
AL061894,UNNAMED,40,atlantic,18941011,1894,1200,,TS,12.0N,59.0W,55,-999, -999
AL061894,UNNAMED,40,atlantic,18941011,1894,1800,,HU,12.6N,59.7W,65,-999, -999
AL061894,UNNAMED,40,atlantic,18941012,1894,0000,,HU,13.2N,60.3W,75,-999, -999
AL061894,UNNAMED,40,atlantic,18941012,1894,0600,,HU,13.8N,60.9W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941012,1894,1200,,HU,14.5N,61.5W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941012,1894,1800,,HU,14.9N,62.1W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941013,1894,0000,,HU,15.4N,62.8W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941013,1894,0600,,HU,15.9N,63.4W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941013,1894,1200,,HU,16.7N,64.0W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941013,1894,1800,,HU,17.5N,64.5W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941014,1894,0000,,HU,18.1N,64.9W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941014,1894,0600,,HU,18.7N,65.2W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941014,1894,1200,,HU,19.3N,65.5W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941014,1894,1800,,HU,20.2N,65.8W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941015,1894,0000,,HU,20.9N,66.0W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941015,1894,0600,,HU,21.7N,66.2W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941015,1894,1200,,HU,22.5N,66.5W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941015,1894,1800,,HU,23.1N,66.5W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941016,1894,0000,,HU,23.7N,66.6W,95,-999, -999
AL061894,UNNAMED,40,atlantic,18941016,1894,0600,,HU,24.3N,66.6W,105,-999, -999
AL061894,UNNAMED,40,atlantic,18941016,1894,1200,,HU,25.0N,66.7W,115,-999, -999
AL061894,UNNAMED,40,atlantic,18941016,1894,1800,,HU,26.1N,66.7W,115,931, -999
AL061894,UNNAMED,40,atlantic,18941017,1894,0000,,HU,27.4N,66.6W,115,-999, -999
AL061894,UNNAMED,40,atlantic,18941017,1894,0600,,HU,28.2N,66.3W,115,-999, -999
AL061894,UNNAMED,40,atlantic,18941017,1894,1200,,HU,29.0N,65.7W,110,-999, -999
AL061894,UNNAMED,40,atlantic,18941017,1894,1800,,HU,30.0N,64.7W,105,-999, -999
AL061894,UNNAMED,40,atlantic,18941018,1894,0000,,HU,31.1N,63.2W,100,-999, -999
AL061894,UNNAMED,40,atlantic,18941018,1894,0600,,HU,32.3N,61.7W,95,-999, -999
AL061894,UNNAMED,40,atlantic,18941018,1894,1200,,HU,33.3N,60.3W,90,-999, -999
AL061894,UNNAMED,40,atlantic,18941018,1894,1800,,HU,34.1N,59.3W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941019,1894,0000,,HU,34.8N,58.4W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941019,1894,0600,,HU,35.4N,57.7W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941019,1894,1200,,HU,36.0N,57.0W,85,-999, -999
AL061894,UNNAMED,40,atlantic,18941019,1894,1800,,HU,36.7N,56.3W,80,-999, -999
AL061894,UNNAMED,40,atlantic,18941020,1894,0000,,HU,37.3N,55.8W,80,-999, -999
AL061894,UNNAMED,40,atlantic,18941020,1894,0600,,HU,37.7N,55.5W,75,-999, -999
AL061894,UNNAMED,40,atlantic,18941020,1894,1200,,HU,38.0N,55.2W,70,-999, -999
AL061894,UNNAMED,40,atlantic,18941020,1894,1800,,HU,38.4N,54.8W,70,-999, -999
AL071894,UNNAMED,42,atlantic,18941021,1894,0600,,TS,21.0N,60.3W,35,-999, -999
AL071894,UNNAMED,42,atlantic,18941021,1894,1200,,TS,21.5N,61.0W,40,-999, -999
AL071894,UNNAMED,42,atlantic,18941021,1894,1800,,TS,21.8N,61.7W,40,-999, -999
AL071894,UNNAMED,42,atlantic,18941022,1894,0000,,TS,22.1N,62.4W,45,-999, -999
AL071894,UNNAMED,42,atlantic,18941022,1894,0600,,TS,22.4N,63.2W,45,-999, -999
AL071894,UNNAMED,42,atlantic,18941022,1894,1200,,TS,22.7N,64.0W,50,-999, -999
AL071894,UNNAMED,42,atlantic,18941022,1894,1800,,TS,22.8N,64.9W,50,-999, -999
AL071894,UNNAMED,42,atlantic,18941023,1894,0000,,TS,22.9N,65.9W,55,-999, -999
AL071894,UNNAMED,42,atlantic,18941023,1894,0600,,TS,23.2N,67.0W,60,-999, -999
AL071894,UNNAMED,42,atlantic,18941023,1894,1200,,HU,23.5N,68.1W,65,-999, -999
AL071894,UNNAMED,42,atlantic,18941023,1894,1800,,HU,24.1N,69.5W,65,-999, -999
AL071894,UNNAMED,42,atlantic,18941024,1894,0000,,HU,24.5N,70.6W,70,-999, -999
AL071894,UNNAMED,42,atlantic,18941024,1894,0600,,HU,24.9N,71.8W,75,-999, -999
AL071894,UNNAMED,42,atlantic,18941024,1894,1200,,HU,25.5N,73.0W,75,-999, -999
AL071894,UNNAMED,42,atlantic,18941024,1894,1800,,HU,25.8N,73.5W,80,-999, -999
AL071894,UNNAMED,42,atlantic,18941025,1894,0000,,HU,26.2N,74.2W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941025,1894,0600,,HU,26.6N,74.3W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941025,1894,1200,,HU,27.0N,74.0W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941025,1894,1800,,HU,28.0N,72.6W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941026,1894,0000,,HU,29.0N,71.0W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941026,1894,0600,,HU,30.0N,69.5W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941026,1894,1200,,HU,31.0N,68.0W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941026,1894,1800,,HU,32.9N,65.4W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941027,1894,0000,,HU,34.9N,62.4W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941027,1894,0600,,HU,37.1N,59.4W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941027,1894,1200,,HU,39.0N,57.0W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941027,1894,1800,,HU,41.1N,54.4W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941028,1894,0000,,HU,43.2N,51.5W,90,-999, -999
AL071894,UNNAMED,42,atlantic,18941028,1894,0600,,HU,44.7N,48.7W,90,-999, -999
AL071894,UNNAMED,42,atlantic,18941028,1894,1200,,HU,45.8N,45.8W,95,-999, -999
AL071894,UNNAMED,42,atlantic,18941028,1894,1800,,HU,46.4N,44.1W,95,-999, -999
AL071894,UNNAMED,42,atlantic,18941029,1894,0000,,HU,47.0N,42.6W,95,955, -999
AL071894,UNNAMED,42,atlantic,18941029,1894,0600,,HU,47.6N,41.3W,90,-999, -999
AL071894,UNNAMED,42,atlantic,18941029,1894,1200,,EX,48.1N,40.0W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941029,1894,1800,,EX,48.6N,38.8W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941030,1894,0000,,EX,49.0N,37.6W,85,-999, -999
AL071894,UNNAMED,42,atlantic,18941030,1894,0600,,EX,49.4N,36.3W,80,-999, -999
AL071894,UNNAMED,42,atlantic,18941030,1894,1200,,EX,49.9N,35.0W,80,-999, -999
AL071894,UNNAMED,42,atlantic,18941030,1894,1800,,EX,50.5N,33.4W,75,-999, -999
AL071894,UNNAMED,42,atlantic,18941031,1894,0000,,EX,51.3N,31.5W,70,-999, -999
AL071894,UNNAMED,42,atlantic,18941031,1894,0600,,EX,52.1N,29.3W,65,-999, -999
AL071894,UNNAMED,42,atlantic,18941031,1894,1200,,EX,53.0N,27.0W,65,-999, -999
AL011895,UNNAMED,17,atlantic,18950814,1895,0600,,TS,27.2N,91.3W,35,-999, -999
AL011895,UNNAMED,17,atlantic,18950814,1895,1200,,TS,27.6N,91.0W,40,-999, -999
AL011895,UNNAMED,17,atlantic,18950814,1895,1800,,TS,27.9N,90.8W,45,-999, -999
AL011895,UNNAMED,17,atlantic,18950815,1895,0000,,TS,28.3N,90.5W,45,-999, -999
AL011895,UNNAMED,17,atlantic,18950815,1895,0600,,TS,28.6N,90.3W,50,-999, -999
AL011895,UNNAMED,17,atlantic,18950815,1895,1200,,TS,28.9N,90.0W,50,-999, -999
AL011895,UNNAMED,17,atlantic,18950815,1895,1800,,TS,29.2N,89.7W,50,-999, -999
AL011895,UNNAMED,17,atlantic,18950815,1895,1900,L,TS,29.3N,89.6W,50,-999, -999
AL011895,UNNAMED,17,atlantic,18950816,1895,0000,,TS,29.6N,89.4W,50,-999, -999
AL011895,UNNAMED,17,atlantic,18950816,1895,0600,,TS,29.9N,89.1W,45,-999, -999
AL011895,UNNAMED,17,atlantic,18950816,1895,1200,,TS,30.2N,88.8W,45,-999, -999
AL011895,UNNAMED,17,atlantic,18950816,1895,1300,L,TS,30.2N,88.8W,45,-999, -999
AL011895,UNNAMED,17,atlantic,18950816,1895,1800,,TS,30.7N,88.6W,40,-999, -999
AL011895,UNNAMED,17,atlantic,18950817,1895,0000,,TS,31.3N,88.4W,35,-999, -999
